0,0,-0.000344089,39062.5,0,39062.5
0,8.53333e-05,-0.000351068,39062.5,0,39062.5
0,0.000170667,-0.000358238,39062.5,0,39062.5
0,0.000256,-0.000365604,39062.5,0,39062.5
0,0.000341333,-0.000373174,39062.5,0,39062.5
0,0.000426667,-0.000380954,39062.5,0,39062.5
0,0.000512,-0.000388952,39062.5,0,39062.5
0,0.000597333,-0.000397175,39062.5,0,39062.5
0,0.000682667,-0.000405632,39062.5,0,39062.5
0,0.000768,-0.00041433,39062.5,0,39062.5
0,0.000853333,-0.000423279,39062.6,0,39062.6
0,0.000938667,-0.000432488,39062.6,0,39062.6
0,0.001024,-0.000441965,39062.6,0,39062.6
0,0.00110933,-0.000451722,39062.6,0,39062.6
0,0.00119467,-0.000461768,39062.6,0,39062.6
0,0.00128,-0.000472114,39062.6,0,39062.6
0,0.00136533,-0.000482771,39062.6,0,39062.6
0,0.00145067,-0.000493752,39062.6,0,39062.6
0,0.001536,-0.000505068,39062.6,0,39062.6
0,0.00162133,-0.000516732,39062.6,0,39062.6
0,0.00170667,-0.000528759,39062.6,0,39062.6
0,0.001792,-0.000541161,39062.6,0,39062.6
0,0.00187733,-0.000553955,39062.6,0,39062.6
0,0.00196267,-0.000567155,39062.6,0,39062.6
0,0.002048,-0.000580778,39062.6,0,39062.6
0,0.00213333,-0.00059484,39062.6,0,39062.6
0,0.00221867,-0.00060936,39062.6,0,39062.6
0,0.002304,-0.000624357,39062.6,0,39062.6
0,0.00238933,-0.00063985,39062.6,0,39062.6
0,0.00247467,-0.000655859,39062.6,0,39062.6
0,0.00256,-0.000672408,39062.6,0,39062.6
0,0.00264533,-0.000689517,39062.6,0,39062.6
0,0.00273067,-0.000707212,39062.6,0,39062.6
0,0.002816,-0.000725518,39062.6,0,39062.6
0,0.00290133,-0.000744461,39062.6,0,39062.6
0,0.00298667,-0.000764069,39062.6,0,39062.6
0,0.003072,-0.000784372,39062.6,0,39062.6
0,0.00315733,-0.000805401,39062.6,0,39062.6
0,0.00324267,-0.000827188,39062.6,0,39062.6
0,0.003328,-0.000849768,39062.6,0,39062.6
0,0.00341333,-0.000873177,39062.6,0,39062.6
0,0.00349867,-0.000897454,39062.6,0,39062.6
0,0.003584,-0.000922639,39062.6,0,39062.6
0,0.00366933,-0.000948776,39062.6,0,39062.6
0,0.00375467,-0.000975909,39062.6,0,39062.6
0,0.00384,-0.00100409,39062.6,0,39062.6
0,0.00392533,-0.00103336,39062.6,0,39062.6
0,0.00401067,-0.00106378,39062.6,0,39062.6
0,0.004096,-0.00109541,39062.6,0,39062.6
0,0.00418133,-0.0011283,39062.6,0,39062.6
