540,962094
540,965534
540,971156
540,1006410
540,1016347
540,1017342
540,980988
540,952243
540,909210
540,1000013
540,910655
540,967071
540,959385
540,1004902
540,959128
540,1037851
540,885880
540,933914
540,996704
540,905841
540,946849
540,944695
540,960794
540,961652
540,957199
540,940148
540,913256
540,954841
540,975213
540,942370
540,915146
540,940119
540,975277
540,1011917
540,907512
540,981559
540,896824
540,893913
540,947540
540,916199
540,974431
540,1034950
540,975381
540,920095
540,969366
540,946487
540,1004193
540,953703
540,922503
540,953547
540,1011266
540,1055505
540,925715
540,976470
540,962544
540,886130
540,903469
540,969543
540,956931
540,997479
540,1000776
540,1039289
540,943348
540,959328
540,1058947
540,860681
540,949423
540,945004
540,920602
540,943607
540,958302
540,947390
540,930291
540,934456
540,955291
540,858863
540,858674
540,989368
540,959588
540,983808
540,927659
540,986294
540,971013
540,936709
540,916854
540,947285
540,919705
540,997223
540,961281
540,936684
540,948103
540,895575
540,884467
540,897888
540,948035
540,934937
540,846469
540,932969
540,1026855
540,976825
540,928419
540,887307
540,894010
540,928455
540,964079
540,956571
540,976705
540,906499
540,979013
540,875912
540,910020
540,913380
540,962024
540,1014079
540,928085
540,1037586
540,976984
540,979483
540,972404
540,958944
540,953922
540,901510
540,853046
540,892668
540,936050
540,980890
540,902904
540,921132
540,966388
540,947467
540,921316
540,1006820
540,917648
540,936201
540,920966
540,1022979
540,926089
540,874352
540,969295
540,971900
540,889693
540,907110
540,920157
540,1055359
540,907067
540,933833
540,957375
540,987523
540,964378
540,927557
540,954249
540,923377
540,980480
540,872623
540,986784
540,1031714
540,938400
540,920487
540,985511
540,840812
540,883637
540,924873
540,978474
540,946175
540,996401
540,948653
540,911004
540,938656
540,970801
540,949772
540,980904
540,962878
540,972833
540,938090
540,943254
540,991383
540,1049271
540,973962
540,963629
540,907453
540,964486
540,910097
540,958580
540,880218
540,940580
540,918284
540,974421
540,957859
540,983621
540,951273
540,898319
540,989691
540,1003920
540,1009105
540,927234
540,924572
540,934696
540,970624
540,956632
540,937336
540,972205
540,945853
540,988333
540,994108
540,928918
540,964162
540,962630
540,892464
540,975686
540,952827
540,901451
540,988489
540,976820
540,951268
540,924025
540,970861
540,875824
540,957414
540,961679
540,904665
540,957864
540,892293
540,962958
540,927793
540,1036256
540,1032127
540,923226
540,958742
540,961447
540,896288
540,898267
540,946600
540,962124
540,946307
540,944919
540,917960
540,930146
540,1021143
540,995304
540,929318
540,949368
540,949496
540,953199
540,951160
540,957867
540,935764
540,911215
540,978401
540,954696
540,974558
540,1020573
540,989573
540,973095
540,927055
540,897387
540,929975
540,974509
540,971907
540,969686
540,936826
540,954094
540,1000142
540,1002804
540,900032
540,944988
540,939526
540,871440
540,969408
540,966162
540,936492
540,913227
540,951318
540,902142
540,967570
540,1025419
540,941599
540,906085
540,951296
540,977566
540,979348
540,964886
540,990316
540,984486
540,1019738
540,930275
540,983175
540,943227
540,941294
540,902698
540,1012706
540,1007534
540,916951
540,1033622
540,967626
540,916982
540,928195
540,936923
540,914014
540,1030641
540,970109
540,886693
540,969658
540,989726
540,961958
540,958010
540,935926
540,1003370
540,915866
540,914497
540,941713
540,973032
540,842187
540,949800
540,938080
540,967648
540,964100
540,970708
540,968808
540,986343
540,908172
540,977108
540,953957
540,897848
540,942535
540,946404
540,951788
540,932799
540,926854
540,944150
540,908938
540,928497
540,958705
540,986553
540,993978
540,922741
540,968174
540,958537
540,949423
540,978574
540,942441
540,837635
540,985308
540,1006783
540,886045
540,925267
540,1011575
540,983836
540,905280
540,912048
540,1035613
540,990117
540,979529
540,896234
540,973653
540,837060
540,928208
540,936545
540,831866
540,1039952
540,907714
540,897970
540,948445
540,964379
540,1019555
540,885523
540,918096
540,982634
540,983820
540,981007
540,1017845
540,996242
540,954595
540,922416
540,948326
540,901584
540,997812
540,979638
540,966805
540,971626
540,1024616
540,909351
540,1003144
540,974688
540,942537
540,904185
540,995201
540,1016679
540,994280
540,967515
540,922409
540,942417
540,1004578
540,957019
540,985495
540,888287
540,1022973
540,965501
540,861550
540,978315
540,889436
540,871845
540,986225
540,971910
540,976164
540,969254
540,969718
540,918679
540,930795
540,935136
540,988441
540,1002640
540,937036
540,923436
540,941231
540,1012677
540,933572
540,933911
540,909972
540,932943
540,1005933
540,1002934
540,909204
540,894194
540,959630
540,954584
540,1011022
540,931976
540,888801
540,927876
540,933246
540,943062
540,942106
540,966681
540,1019310
540,891541
540,864841
540,989825
540,1003282
540,957823
540,973267
540,945366
540,956058
540,958268
540,882949
540,964749
540,948592
540,985948
540,963226
540,960124
540,965663
540,934709
540,971355
540,934034
540,879817
540,926782
540,992162
540,912522
540,938613
540,981848
540,980953
540,983312
540,941563
540,924336
540,950144
540,958002
540,948285
540,1018952
540,990495
540,937226
540,905712
540,935469
540,1039758
540,1029847
540,986457
540,999681
540,919107
540,905756
540,949105
540,932427
540,963433
540,976303
540,941230
540,1002121
540,823455
540,990129
540,949124
540,888162
540,949782
540,960764
540,898178
540,997931
540,915390
540,937714
540,965676
540,972794
540,928640
540,929458
540,942422
540,918638
540,906261
540,967671
540,896176
540,1002268
540,989525
540,954836
540,956113
540,912342
540,925961
540,976434
540,958130
540,952734
540,948572
540,881998
540,1018799
540,994739
540,928027
540,928228
540,956537
540,922178
540,932607
540,976499
540,966027
540,947386
540,901949
540,942582
540,981032
540,921536
540,954873
540,909447
540,945673
540,974060
540,971935
540,993979
540,889451
540,939269
540,947512
540,1002246
540,944801
540,993837
540,891224
540,972394
540,900187
540,965112
540,908535
540,885812
540,1001705
540,906819
540,1041567
540,893899
540,991650
540,918035
540,944996
540,869883
540,912364
540,915411
540,1029317
540,1014388
540,936145
540,923562
540,990218
540,924541
540,911379
540,988103
540,912300
540,998551
540,882705
540,964466
540,980522
540,928821
540,909594
540,938579
540,979063
540,894578
540,929912
540,940450
540,954939
540,999605
540,985848
540,942880
540,1001210
540,969328
540,907045
540,973164
540,1003185
540,992776
540,944598
540,1003253
540,996350
540,964553
540,974000
540,996928
540,953330
540,960251
540,972748
540,1014403
540,989664
540,951724
540,937235
540,1024939
540,963519
540,982062
540,992085
540,966727
540,940515
540,975538
540,925146
540,948759
540,961994
540,999295
540,941734
540,919558
540,916730
540,889893
540,914338
540,1002092
540,997043
540,989758
540,950259
540,950302
540,1004699
540,954068
540,915377
540,976518
540,935658
540,1096566
540,938856
540,986478
540,956224
540,875725
540,943386
540,1067140
540,1010072
540,959036
540,904698
540,919848
540,1004346
540,903139
540,944571
540,924627
540,908798
540,1018697
540,930025
540,951765
540,958980
540,916081
540,947935
540,920814
540,956522
540,960033
540,912963
540,1001373
540,1013215
540,987828
540,948263
540,1027882
540,940234
540,953768
540,954376
540,1019918
540,969029
540,1019542
540,920747
540,970530
540,951478
540,974199
540,895396
540,906260
540,1013650
540,968532
540,920411
540,933824
540,970198
540,899528
540,966440
540,945173
540,974459
